frame,clase,conf,cx,cy,cz,dx,dy,dz,yaw_deg,n_pts,marco
1293,puerta,0.451,-6.181,4.942,1.142,0.521,0.31,0.131,90.0,789,mundo
1296,puerta,0.444,-6.188,4.946,1.204,0.499,0.283,0.171,107.8,832,mundo
1299,puerta,0.498,-6.264,4.752,1.296,0.747,0.443,0.228,76.5,2011,mundo
1302,puerta,0.447,-6.004,4.391,1.533,0.345,0.237,0.111,-106.7,911,mundo
1440,mesa,0.526,-3.177,2.993,0.347,0.21,0.074,0.056,156.5,462,mundo
1449,puerta,0.411,-5.971,4.883,0.976,0.468,0.361,0.175,-93.8,1865,mundo
1452,puerta,0.657,-6.064,5.094,1.13,0.641,0.37,0.163,132.1,1894,mundo
1455,puerta,0.462,-6.013,4.785,0.909,0.529,0.351,0.128,-103.6,1504,mundo
1458,puerta,0.587,-5.957,4.74,1.321,0.699,0.306,0.061,-102.3,1570,mundo
1461,puerta,0.549,-6.159,4.459,1.057,0.458,0.271,0.152,89.2,1364,mundo
1482,puerta,0.418,-6.13,4.917,1.103,0.849,0.582,0.196,90.6,2504,mundo
1488,puerta,0.494,-6.11,4.995,1.068,0.676,0.457,0.184,52.3,1879,mundo
1623,silla,0.422,-3.177,3.224,0.262,0.094,0.028,0.023,-121.2,80,mundo
1626,silla,0.466,-3.178,3.219,0.256,0.161,0.041,0.048,-114.1,218,mundo
1881,mesa,0.409,-2.932,3.25,-0.156,0.493,0.122,0.699,174.5,2874,mundo
1917,silla,0.703,0.605,2.509,-0.038,0.3,0.245,0.539,-136.6,1916,mundo
1920,silla,0.727,1.607,1.955,0.486,0.62,0.396,0.484,151.3,2952,mundo
1923,silla,0.45,0.652,2.608,0.006,0.487,0.386,0.514,-150.3,3407,mundo
1929,mesa,0.423,-2.563,3.063,-0.201,0.095,0.059,0.601,-176.9,1008,mundo
1935,mesa,0.602,-2.56,3.064,-0.208,0.104,0.061,0.56,-169.8,1038,mundo
1947,silla,0.498,0.766,2.457,-0.083,0.422,0.394,0.426,-153.8,2526,mundo
1950,silla,0.494,0.741,2.493,-0.099,0.397,0.359,0.411,-137.8,2086,mundo
1953,silla,0.64,0.729,2.536,-0.061,0.452,0.322,0.476,-95.9,2716,mundo
1953,mesa,0.401,-2.143,-0.56,-0.036,0.499,0.508,0.8,-113.6,4070,mundo
1956,silla,0.807,0.756,2.55,-0.06,0.43,0.35,0.494,-93.8,2386,mundo
1959,silla,0.674,0.633,2.686,-0.033,0.777,0.372,0.52,-51.4,2951,mundo
1962,silla,0.822,0.787,2.501,-0.146,0.344,0.274,0.372,-125.3,1973,mundo
1965,silla,0.792,0.776,2.482,-0.122,0.351,0.342,0.299,-159.3,1809,mundo
1968,silla,0.915,0.773,2.516,-0.04,0.291,0.305,0.386,-123.4,1511,mundo
1971,silla,0.892,0.819,2.509,-0.171,0.49,0.283,0.229,-63.9,1144,mundo
1974,silla,0.915,0.805,2.512,-0.095,0.423,0.289,0.368,-84.8,1560,mundo
1974,mesa,0.779,0.697,3.374,0.163,0.893,0.377,0.2,-105.8,2931,mundo
1977,silla,0.881,0.763,2.579,-0.052,0.539,0.276,0.46,-70.9,1650,mundo
1980,silla,0.854,0.761,2.612,-0.026,0.594,0.265,0.503,-65.7,1868,mundo
1983,silla,0.931,0.974,2.38,-0.45,0.38,0.395,0.191,-121.2,978,mundo
1986,silla,0.928,0.98,2.416,-0.395,0.412,0.398,0.282,-138.7,1041,mundo
1989,silla,0.921,0.966,2.387,-0.469,0.386,0.362,0.121,-100.2,883,mundo
1992,silla,0.881,0.806,2.497,-0.109,0.324,0.155,0.246,-103.4,885,mundo
1995,silla,0.933,0.745,2.571,0.002,0.483,0.249,0.332,-69.6,1126,mundo
1998,silla,0.903,0.752,2.586,0.019,0.519,0.185,0.35,-66.8,1161,mundo
1998,mesa,0.742,0.757,3.342,0.174,0.845,0.376,0.178,-91.0,2608,mundo
2001,silla,0.944,0.902,2.461,-0.148,0.321,0.213,0.31,-160.9,1018,mundo
2001,ventana,0.443,1.254,3.228,0.719,1.066,0.735,0.671,-83.8,9079,mundo
2004,silla,0.919,1.316,2.629,0.08,0.286,0.156,0.185,179.7,500,mundo
2007,silla,0.904,1.661,1.812,0.423,0.216,0.194,0.278,-85.6,648,mundo
2007,mesa,0.728,0.738,3.337,0.186,0.84,0.28,0.134,-88.6,2250,mundo
2010,silla,0.954,1.108,2.371,-0.454,0.437,0.302,0.142,-81.7,696,mundo
2010,mesa,0.782,0.748,3.325,0.191,0.844,0.273,0.137,-93.7,2213,mundo
2010,ventana,0.534,1.268,3.219,0.733,1.154,0.758,0.605,-87.8,9133,mundo
2013,silla,0.904,0.74,2.554,-0.101,0.485,0.251,0.338,-66.9,1332,mundo
2013,mesa,0.757,0.76,3.302,0.192,0.835,0.25,0.115,-97.4,1987,mundo
2013,ventana,0.602,1.374,3.442,0.771,0.95,0.722,0.521,-116.0,6804,mundo
2016,silla,0.948,0.705,2.518,-0.084,0.525,0.326,0.275,-58.7,953,mundo
2016,mesa,0.847,0.745,3.326,0.205,0.845,0.256,0.118,-100.5,2022,mundo
2016,ventana,0.656,1.336,3.37,0.746,1.345,0.765,0.553,84.7,9418,mundo
2019,silla,0.967,0.703,2.558,-0.012,0.554,0.299,0.505,-59.2,1060,mundo
2019,mesa,0.899,0.786,3.339,0.19,0.875,0.297,0.142,-103.1,2383,mundo
2019,ventana,0.682,1.401,3.752,0.7,1.417,0.719,0.712,77.8,8410,mundo
2022,silla,0.925,1.01,2.384,-0.463,0.482,0.317,0.13,-82.6,755,mundo
2022,ventana,0.674,1.346,3.405,0.558,0.997,0.521,0.512,-92.0,5046,mundo
2025,silla,0.936,0.712,2.49,-0.067,0.255,0.145,0.155,-94.4,495,mundo
2025,ventana,0.588,1.263,3.268,0.739,1.022,0.72,0.676,-83.7,7594,mundo
2028,silla,0.939,0.645,2.542,-0.06,0.271,0.154,0.144,-98.1,573,mundo
2028,ventana,0.464,1.347,3.258,0.886,0.532,0.411,0.588,175.0,2353,mundo
2031,silla,0.94,0.654,2.531,-0.06,0.299,0.188,0.145,-83.3,539,mundo
2031,mesa,0.766,0.759,3.391,0.192,0.974,0.296,0.147,-121.1,2328,mundo
2031,ventana,0.521,1.6,4.18,0.345,0.519,0.307,0.208,-100.6,1996,mundo
2034,silla,0.864,0.665,2.574,-0.062,0.428,0.169,0.156,-79.7,644,mundo
2034,ventana,0.557,1.287,3.41,0.596,0.809,0.336,0.569,-91.3,2907,mundo
2037,silla,0.879,0.653,2.607,-0.058,0.451,0.163,0.156,-74.1,870,mundo
2037,mesa,0.847,0.74,3.402,0.191,0.954,0.312,0.141,-120.7,2366,mundo
2037,ventana,0.581,1.518,3.766,0.587,1.359,0.484,0.677,-94.6,5068,mundo
2040,silla,0.954,0.653,2.601,-0.043,0.432,0.192,0.181,-78.8,925,mundo
2040,mesa,0.862,0.736,3.4,0.186,0.982,0.289,0.154,-121.7,2115,mundo
2040,ventana,0.573,1.457,2.786,0.7,2.043,0.612,0.434,-83.3,6996,mundo
2043,silla,0.96,1.065,2.349,-0.455,0.379,0.266,0.131,-95.3,786,mundo
2043,mesa,0.923,0.959,3.537,0.154,1.452,0.414,0.245,-146.7,2670,mundo
2043,ventana,0.574,1.493,2.878,0.865,0.58,0.403,0.331,-82.8,2614,mundo
2046,silla,0.953,1.029,2.356,-0.462,0.368,0.229,0.128,-93.0,725,mundo
2046,mesa,0.913,0.709,3.415,0.19,0.916,0.331,0.126,-120.4,2079,mundo
2046,ventana,0.61,1.333,3.276,0.964,0.622,0.461,0.566,112.4,3330,mundo
2049,silla,0.951,1.075,2.34,-0.457,0.34,0.222,0.095,-104.6,592,mundo
2049,mesa,0.926,0.726,3.417,0.186,0.952,0.351,0.137,-121.4,2302,mundo
2049,ventana,0.631,1.45,2.468,0.671,1.364,0.51,0.491,-91.5,5129,mundo
2052,silla,0.928,1.563,1.819,0.376,0.177,0.078,0.235,-89.6,454,mundo
2052,mesa,0.923,0.723,3.435,0.183,0.918,0.337,0.141,-120.1,2136,mundo
2052,ventana,0.676,1.345,3.117,0.952,0.844,0.693,0.525,-80.3,5571,mundo
2055,silla,0.851,1.013,2.379,-0.449,0.373,0.23,0.145,-90.2,705,mundo
2055,mesa,0.801,0.808,3.297,0.079,0.846,0.774,0.344,-73.8,2974,mundo
2055,ventana,0.699,1.52,2.86,0.673,3.083,0.748,0.656,-88.7,11737,mundo
2058,silla,0.901,0.976,2.345,-0.453,0.373,0.227,0.107,-101.3,633,mundo
2058,mesa,0.898,0.659,3.423,0.186,0.8,0.219,0.131,-118.5,1617,mundo
2058,ventana,0.701,1.35,3.174,0.98,1.077,0.802,0.586,-85.6,7044,mundo
2061,silla,0.908,0.748,2.494,-0.066,0.349,0.112,0.178,-87.8,594,mundo
2061,mesa,0.833,0.691,3.38,0.189,0.902,0.367,0.128,-113.4,2007,mundo
2061,ventana,0.682,1.315,3.15,0.878,1.117,0.577,0.544,-89.4,6149,mundo
2064,silla,0.946,0.632,2.75,-0.168,0.287,0.087,0.4,-46.2,460,mundo
2064,mesa,0.89,0.652,3.398,0.195,0.863,0.347,0.092,-115.7,1660,mundo
2064,ventana,0.643,1.312,3.107,0.804,1.117,0.779,0.572,-88.7,8652,mundo
2067,silla,0.92,1.55,1.842,0.374,0.202,0.126,0.209,-97.4,415,mundo
2067,mesa,0.795,0.657,3.376,0.189,0.861,0.356,0.086,-109.7,1807,mundo
2067,mesa,0.687,-1.527,2.441,-0.285,0.5,0.316,0.472,-64.9,2130,mundo
2070,silla,0.93,0.665,2.668,0.075,0.306,0.061,0.199,-57.4,387,mundo
2070,mesa,0.856,0.686,3.374,0.194,0.815,0.288,0.086,-111.2,1845,mundo
2070,mesa,0.642,-1.618,2.619,-0.285,0.309,0.138,0.469,-161.4,1818,mundo
2073,silla,0.924,0.935,2.347,-0.453,0.456,0.181,0.134,-63.5,495,mundo
2073,silla,0.628,0.979,4.561,0.223,0.387,0.129,0.049,-97.4,348,mundo
2076,mesa,0.91,0.706,3.343,0.208,0.833,0.22,0.104,-104.7,1887,mundo
2076,ventana,0.596,1.556,3.08,0.847,2.821,1.006,1.068,-81.3,18082,mundo
2079,mesa,0.908,0.697,3.354,0.199,0.872,0.269,0.092,-106.2,1705,mundo
2079,silla,0.899,0.9,2.374,-0.465,0.491,0.247,0.12,-65.9,475,mundo
2079,silla,0.83,1.023,4.551,0.234,0.464,0.21,0.068,-95.7,596,mundo
2082,mesa,0.864,0.683,3.371,0.2,0.843,0.296,0.092,-107.3,1701,mundo
2082,silla,0.853,0.728,2.488,-0.095,0.392,0.209,0.24,-87.8,697,mundo
2082,ventana,0.677,1.513,3.235,0.787,2.818,0.958,1.047,-83.5,21212,mundo
2085,silla,0.922,0.977,4.523,0.224,0.396,0.099,0.039,-87.8,396,mundo
2085,mesa,0.895,0.647,3.367,0.186,0.838,0.268,0.118,-109.5,2004,mundo
2088,silla,0.941,0.995,4.503,0.233,0.396,0.144,0.056,-81.4,481,mundo
2088,silla,0.907,0.607,2.635,0.037,0.422,0.157,0.29,-67.8,499,mundo
2091,silla,0.909,0.983,4.513,0.234,0.377,0.131,0.055,-85.7,418,mundo
2091,mesa,0.882,0.629,3.392,0.201,0.814,0.333,0.088,-110.4,1827,mundo
2091,mesa,0.644,1.446,5.289,0.397,0.54,0.253,0.534,163.5,3029,mundo
2094,silla,0.905,0.76,2.518,-0.099,0.311,0.29,0.252,-169.1,667,mundo
2094,silla,0.863,1.327,4.483,0.321,0.473,0.181,0.119,-65.2,797,mundo
2094,mesa,0.669,1.448,5.345,0.373,0.558,0.217,0.418,165.5,2463,mundo
2097,mesa,0.93,0.617,3.378,0.196,0.842,0.325,0.09,-110.0,1818,mundo
2097,silla,0.896,1.293,4.541,0.309,0.344,0.175,0.085,-64.9,436,mundo
2097,silla,0.857,1.013,2.382,-0.459,0.384,0.285,0.109,-83.2,728,mundo
2097,mesa,0.846,1.512,5.331,0.39,0.701,0.225,0.375,164.0,2706,mundo
2100,silla,0.889,1.585,1.823,0.4,0.28,0.132,0.216,-80.9,441,mundo
2100,silla,0.826,1.279,4.56,0.309,0.376,0.192,0.095,-53.5,577,mundo
2100,mesa,0.634,1.473,5.351,0.375,0.77,0.22,0.37,166.9,2990,mundo
2103,mesa,0.914,0.663,3.412,0.193,0.805,0.328,0.094,-112.4,1656,mundo
2103,silla,0.902,0.605,2.638,0.065,0.437,0.124,0.231,-68.9,497,mundo
2103,silla,0.836,1.371,4.477,0.323,0.223,0.133,0.074,-122.3,311,mundo
2103,mesa,0.639,1.44,5.354,0.378,0.774,0.228,0.354,166.9,2882,mundo
2106,mesa,0.944,0.665,3.406,0.203,0.83,0.291,0.105,-116.0,1749,mundo
2106,silla,0.943,1.365,4.497,0.323,0.354,0.185,0.099,-92.0,530,mundo
2106,silla,0.924,0.821,2.463,-0.153,0.436,0.158,0.145,-67.7,699,mundo
2109,mesa,0.946,0.688,3.389,0.205,0.825,0.34,0.101,-111.0,1653,mundo
2109,silla,0.927,0.988,2.35,-0.448,0.565,0.229,0.139,-61.7,846,mundo
2109,silla,0.921,0.986,4.498,0.225,0.385,0.099,0.052,-71.3,353,mundo
2112,mesa,0.936,0.703,3.364,0.206,0.832,0.365,0.1,-104.8,1880,mundo
2112,silla,0.934,0.983,4.512,0.224,0.374,0.095,0.046,-76.8,408,mundo
2115,silla,0.934,0.983,4.674,0.029,0.204,0.078,0.209,-160.9,350,mundo
2115,mesa,0.889,0.796,3.288,0.08,0.838,0.54,0.358,-78.8,2666,mundo
2115,mesa,0.626,1.485,5.36,0.433,0.596,0.361,0.32,-46.1,3602,mundo
2118,silla,0.916,1.336,4.557,0.311,0.342,0.164,0.09,-81.5,560,mundo
2118,mesa,0.894,0.72,3.358,0.203,0.8,0.353,0.099,-100.6,1833,mundo
2118,mesa,0.638,1.503,5.368,0.43,0.556,0.341,0.314,-55.8,3397,mundo
2121,silla,0.949,1.347,4.522,0.32,0.448,0.18,0.113,-75.1,745,mundo
2121,mesa,0.917,0.726,3.35,0.206,0.817,0.347,0.099,-99.1,1994,mundo
2121,mesa,0.675,1.581,5.343,0.505,0.478,0.266,0.215,-88.9,2251,mundo
2124,silla,0.929,1.397,4.45,0.325,0.272,0.138,0.096,-63.5,458,mundo
2124,mesa,0.926,0.724,3.36,0.208,0.8,0.326,0.098,-99.7,1872,mundo
2124,silla,0.791,0.829,2.465,-0.172,0.331,0.178,0.214,-73.0,774,mundo
2124,mesa,0.575,1.579,5.327,0.503,0.523,0.313,0.222,-90.0,2591,mundo
2127,mesa,0.937,0.712,3.338,0.204,0.81,0.298,0.097,-96.1,1997,mundo
2127,silla,0.911,1.02,4.619,0.197,0.509,0.3,0.162,-113.5,687,mundo
2127,silla,0.795,1.046,2.279,-0.457,0.525,0.229,0.146,-58.1,623,mundo
2127,mesa,0.615,1.619,5.31,0.509,0.498,0.261,0.178,-98.8,2165,mundo
2130,mesa,0.938,0.678,3.328,0.203,0.756,0.204,0.097,-94.6,1893,mundo
2130,silla,0.894,1.377,4.536,0.313,0.272,0.15,0.077,-70.8,444,mundo
2130,ventana,0.534,1.313,3.276,0.749,1.079,0.809,0.624,-83.8,11857,mundo
2130,mesa,0.521,0.312,4.976,0.146,0.953,0.162,0.802,157.0,2061,mundo
2133,mesa,0.911,0.697,3.394,0.202,0.794,0.265,0.104,-104.6,1956,mundo
2133,silla,0.816,1.395,4.533,0.32,0.299,0.114,0.074,-78.6,482,mundo
2133,ventana,0.534,1.248,3.143,0.703,1.124,0.797,0.73,-86.7,9751,mundo
2133,mesa,0.436,0.046,4.967,0.123,0.558,0.109,0.509,146.8,1511,mundo
2136,mesa,0.908,0.688,3.378,0.207,0.813,0.269,0.109,-106.0,2008,mundo
2136,silla,0.823,0.966,4.51,0.232,0.374,0.162,0.057,-91.7,409,mundo
2136,ventana,0.501,1.264,3.203,0.758,0.968,0.727,0.657,-83.5,10898,mundo
2139,mesa,0.922,0.678,3.338,0.21,0.747,0.239,0.109,-100.4,1934,mundo
2139,silla,0.895,0.956,4.566,0.22,0.333,0.078,0.034,-110.7,288,mundo
2139,mesa,0.577,1.604,5.341,0.55,0.544,0.42,0.305,-69.4,2995,mundo
2139,ventana,0.493,1.326,2.732,0.721,1.928,0.79,0.653,-83.0,13063,mundo
2142,mesa,0.927,0.731,3.38,0.205,0.822,0.301,0.109,-106.9,1971,mundo
2142,silla,0.897,1.4,4.54,0.323,0.276,0.123,0.065,-79.3,435,mundo
2142,mesa,0.644,-0.025,5.024,-0.292,0.412,0.134,0.339,173.5,1647,mundo
2142,ventana,0.515,1.274,3.076,0.74,1.196,0.711,0.654,-82.3,10865,mundo
2145,mesa,0.954,0.707,3.382,0.207,0.815,0.278,0.102,-107.9,1896,mundo
2145,silla,0.927,1.426,4.45,0.329,0.253,0.109,0.075,-98.8,406,mundo
2145,mesa,0.726,-0.004,5.027,-0.286,0.438,0.153,0.328,174.1,1552,mundo
2148,mesa,0.96,0.677,3.385,0.207,0.799,0.265,0.108,-108.3,1956,mundo
2148,silla,0.945,1.075,4.607,0.254,0.568,0.29,0.104,-152.1,641,mundo
2148,silla,0.85,0.797,2.381,-0.144,0.472,0.205,0.166,-72.3,670,mundo
2148,mesa,0.672,-0.012,5.03,-0.294,0.409,0.18,0.287,172.3,1448,mundo
2151,mesa,0.944,0.686,3.373,0.207,0.804,0.22,0.107,-106.7,1915,mundo
2151,silla,0.929,0.988,4.616,0.221,0.515,0.216,0.123,-125.0,597,mundo
2151,mesa,0.749,0.103,4.939,0.132,0.647,0.109,0.534,143.5,1604,mundo
2151,ventana,0.535,1.301,3.067,0.697,1.31,0.837,0.64,-84.6,9291,mundo
2154,mesa,0.957,0.677,3.372,0.195,0.789,0.239,0.088,-103.7,1842,mundo
2154,silla,0.935,1.406,4.494,0.317,0.216,0.085,0.075,-88.8,356,mundo
2154,mesa,0.739,-0.011,5.03,-0.301,0.412,0.179,0.335,173.9,1569,mundo
2154,ventana,0.553,1.258,3.323,0.777,0.793,0.731,0.646,110.5,7145,mundo
2157,mesa,0.958,0.676,3.37,0.196,0.811,0.253,0.114,-104.6,1739,mundo
2157,silla,0.945,1.369,4.539,0.308,0.378,0.149,0.086,-68.5,574,mundo
2157,mesa,0.752,-0.017,5.033,-0.291,0.415,0.171,0.321,173.3,1341,mundo
2160,mesa,0.927,0.677,3.394,0.203,0.773,0.229,0.097,-104.7,1854,mundo
2160,silla,0.924,1.381,4.505,0.318,0.45,0.147,0.096,-66.3,602,mundo
2160,mesa,0.779,0.262,4.931,0.135,0.841,0.103,0.798,144.5,1798,mundo
2163,silla,0.953,1.365,4.539,0.315,0.322,0.127,0.074,-75.4,437,mundo
2163,mesa,0.94,0.67,3.391,0.202,0.772,0.223,0.101,-104.3,1809,mundo
2163,mesa,0.799,1.292,5.046,0.279,0.408,0.228,0.419,-167.8,1108,mundo
2166,silla,0.96,0.932,4.539,0.222,0.364,0.117,0.037,-105.5,361,mundo
2166,mesa,0.95,0.654,3.376,0.2,0.756,0.198,0.094,-102.6,1757,mundo
2166,mesa,0.772,0.158,4.772,-0.548,0.765,0.181,0.998,164.3,1410,mundo
2166,ventana,0.561,1.259,3.193,0.695,0.808,0.621,0.565,-82.4,7420,mundo
2169,mesa,0.957,0.674,3.354,0.202,0.81,0.26,0.1,-101.0,1738,mundo
2169,silla,0.955,1.287,4.606,0.303,0.467,0.159,0.088,-54.3,636,mundo
2169,mesa,0.771,1.568,5.325,0.481,0.398,0.215,0.222,-78.7,1977,mundo
2169,ventana,0.557,1.263,3.23,0.742,0.946,0.702,0.639,-82.6,8498,mundo
2172,mesa,0.959,0.659,3.366,0.203,0.809,0.241,0.098,-102.3,1658,mundo
2172,silla,0.953,1.363,4.495,0.316,0.213,0.118,0.072,-80.4,362,mundo
2172,mesa,0.634,-0.02,5.027,-0.301,0.41,0.144,0.361,173.5,1641,mundo
2172,ventana,0.582,1.351,3.245,0.678,0.912,0.641,0.455,-82.5,6530,mundo
2175,silla,0.953,1.367,4.477,0.314,0.175,0.115,0.075,-78.6,346,mundo
2175,mesa,0.952,0.652,3.361,0.203,0.808,0.245,0.103,-100.8,1717,mundo
2175,mesa,0.764,0.023,5.028,-0.324,0.417,0.124,0.294,172.0,1385,mundo
2175,ventana,0.517,1.307,3.325,0.571,0.721,0.344,0.472,-84.0,2810,mundo
2178,silla,0.964,1.377,4.499,0.321,0.218,0.109,0.065,-81.4,336,mundo
2178,mesa,0.945,0.679,3.319,0.159,0.854,0.34,0.165,-92.6,1747,mundo
2178,mesa,0.777,0.276,4.946,0.147,0.714,0.141,0.804,140.4,1901,mundo
2178,ventana,0.516,1.271,3.159,0.761,1.064,0.72,0.618,-82.1,8997,mundo
2181,mesa,0.934,0.703,3.341,0.207,0.817,0.268,0.099,-96.8,1614,mundo
2181,silla,0.934,1.367,4.515,0.316,0.294,0.11,0.073,-72.2,394,mundo
2181,mesa,0.674,0.024,5.038,-0.278,0.364,0.151,0.346,-177.6,1387,mundo
2181,ventana,0.454,1.262,3.23,0.751,0.937,0.755,0.621,-82.0,9575,mundo
2184,silla,0.915,0.95,4.542,0.224,0.356,0.103,0.037,-102.3,377,mundo
2184,mesa,0.877,0.694,3.33,0.206,0.812,0.248,0.099,-92.5,1668,mundo
2184,mesa,0.449,0.036,4.954,0.118,0.434,0.085,0.435,133.4,1084,mundo
2187,silla,0.947,0.972,4.556,0.225,0.369,0.103,0.035,-108.5,306,mundo
2187,mesa,0.85,0.71,3.329,0.208,0.802,0.275,0.099,-93.1,1722,mundo
2187,silla,0.741,0.843,2.506,-0.198,0.322,0.099,0.231,-55.0,551,mundo
2187,mesa,0.695,0.005,5.034,-0.304,0.432,0.163,0.326,171.8,1463,mundo
2190,silla,0.962,1.361,4.532,0.313,0.311,0.124,0.069,-75.7,413,mundo
2190,mesa,0.874,0.705,3.335,0.205,0.831,0.285,0.1,-94.4,1794,mundo
2190,silla,0.869,1.58,1.773,0.384,0.235,0.134,0.196,-102.5,570,mundo
2190,mesa,0.776,0.015,5.038,-0.292,0.459,0.169,0.347,175.4,1626,mundo
2190,ventana,0.483,1.256,3.272,0.582,0.903,0.339,0.63,-84.6,4115,mundo
2193,silla,0.955,1.385,4.548,0.316,0.31,0.117,0.07,-79.4,521,mundo
2193,mesa,0.892,0.675,3.345,0.204,0.799,0.266,0.098,-91.0,1766,mundo
2193,silla,0.853,0.825,2.548,-0.204,0.365,0.158,0.246,-54.3,603,mundo
2193,mesa,0.797,0.304,4.963,0.142,0.895,0.143,0.677,150.7,1970,mundo
2193,ventana,0.521,1.24,3.341,0.754,0.749,0.742,0.615,-108.7,6264,mundo
2196,silla,0.947,0.974,4.541,0.224,0.342,0.106,0.038,-98.3,346,mundo
2196,silla,0.904,0.842,2.459,-0.173,0.297,0.307,0.235,-108.7,817,mundo
2196,mesa,0.877,0.756,3.285,0.142,0.887,0.446,0.213,-82.1,2269,mundo
2196,mesa,0.742,0.05,5.039,-0.313,0.474,0.154,0.306,176.6,1494,mundo
2196,ventana,0.427,1.282,3.026,0.741,1.298,0.724,0.615,-85.0,9381,mundo
2199,silla,0.952,1.399,4.526,0.315,0.269,0.109,0.07,-75.3,367,mundo
2199,mesa,0.897,0.809,3.272,0.116,0.882,0.494,0.293,-70.3,2599,mundo
2199,silla,0.863,0.903,2.406,-0.239,0.665,0.141,0.141,-45.4,552,mundo
2199,mesa,0.838,1.619,5.393,0.526,0.514,0.308,0.182,-62.2,2251,mundo
2202,silla,0.953,0.984,4.523,0.227,0.39,0.128,0.031,-97.8,321,mundo
2202,mesa,0.9,0.828,3.27,0.111,0.894,0.545,0.281,-70.3,2695,mundo
2202,silla,0.861,0.775,2.565,-0.227,0.336,0.102,0.111,136.8,315,mundo
2202,mesa,0.782,1.588,5.32,0.53,0.718,0.42,0.346,-44.7,3412,mundo
2202,ventana,0.429,1.262,3.252,0.869,0.891,0.741,0.597,127.9,6798,mundo
2205,silla,0.957,1.37,4.523,0.308,0.279,0.121,0.065,-78.6,366,mundo
2205,mesa,0.915,0.721,3.257,0.159,0.903,0.414,0.167,-84.4,1949,mundo
2205,silla,0.858,1.556,1.792,0.391,0.269,0.102,0.165,-92.8,524,mundo
2205,mesa,0.682,0.029,5.043,-0.297,0.453,0.172,0.359,172.8,1580,mundo
2205,ventana,0.476,1.264,3.199,0.831,0.993,0.797,0.584,-85.4,9153,mundo
2208,silla,0.94,0.986,4.505,0.232,0.382,0.125,0.042,-88.1,356,mundo
2208,mesa,0.896,0.69,3.24,0.12,0.972,0.342,0.264,-82.3,2167,mundo
2208,silla,0.829,1.083,2.61,0.081,0.322,0.059,0.225,176.5,430,mundo
2208,mesa,0.631,0.034,5.049,-0.297,0.467,0.21,0.367,175.3,1627,mundo
2208,ventana,0.48,1.257,3.168,0.73,1.006,0.627,0.557,-86.5,8603,mundo
2211,silla,0.957,0.97,4.537,0.225,0.345,0.102,0.032,-97.9,316,mundo
2211,mesa,0.913,0.646,3.355,0.202,0.79,0.276,0.083,-98.6,1764,mundo
2211,silla,0.807,1.515,1.793,0.377,0.29,0.142,0.185,-86.2,569,mundo
2211,mesa,0.783,0.54,4.919,0.173,0.771,0.182,0.693,145.8,1674,mundo
2211,ventana,0.512,1.326,3.383,0.636,0.764,0.321,0.403,-89.6,3302,mundo
2214,silla,0.956,0.991,4.523,0.23,0.383,0.122,0.044,-92.3,429,mundo
2214,mesa,0.924,0.67,3.349,0.15,0.81,0.343,0.196,-99.7,1933,mundo
2214,mesa,0.757,0.054,5.034,-0.328,0.44,0.139,0.267,165.9,1214,mundo
2214,ventana,0.436,1.26,3.241,0.748,0.929,0.666,0.561,-88.4,9337,mundo
2217,silla,0.964,1.391,4.473,0.32,0.214,0.105,0.056,-104.7,265,mundo
2217,mesa,0.871,0.634,3.38,0.199,0.825,0.305,0.095,-106.0,1892,mundo
2217,silla,0.676,1.536,1.783,0.368,0.282,0.202,0.219,-96.3,663,mundo
2217,mesa,0.482,0.337,4.935,0.146,0.729,0.13,0.66,143.1,1738,mundo
2217,ventana,0.466,1.708,4.078,0.658,0.992,0.822,0.428,-86.6,4797,mundo
2220,mesa,0.949,0.664,3.368,0.2,0.827,0.281,0.101,-105.0,1789,mundo
2220,silla,0.942,1.362,4.465,0.315,0.209,0.134,0.056,-99.0,306,mundo
2220,silla,0.755,1.137,2.176,-0.414,0.425,0.217,0.202,140.6,761,mundo
2220,ventana,0.476,1.32,3.322,0.586,0.76,0.31,0.38,-87.8,2949,mundo
2223,mesa,0.969,0.678,3.335,0.162,0.839,0.348,0.167,-97.9,1924,mundo
2223,silla,0.911,0.973,4.509,0.226,0.385,0.116,0.032,-90.3,365,mundo
2223,silla,0.859,1.525,1.799,0.388,0.286,0.13,0.183,-89.9,616,mundo
2223,ventana,0.464,1.24,3.37,0.729,0.689,0.714,0.608,-121.6,5887,mundo
2226,mesa,0.971,0.654,3.34,0.175,0.832,0.286,0.161,-97.1,1907,mundo
2226,silla,0.931,0.955,4.534,0.226,0.314,0.098,0.035,-89.9,323,mundo
2226,silla,0.912,1.53,1.789,0.39,0.294,0.139,0.195,-89.9,541,mundo
2229,mesa,0.941,0.656,3.28,0.168,0.906,0.302,0.156,-88.9,1998,mundo
2229,silla,0.88,1.515,1.78,0.386,0.305,0.154,0.212,-89.5,725,mundo
2229,silla,0.873,0.982,4.52,0.228,0.38,0.114,0.032,-88.8,349,mundo
2232,silla,0.923,1.505,1.793,0.372,0.308,0.174,0.234,-89.8,711,mundo
2232,silla,0.91,1.311,4.473,0.311,0.208,0.139,0.07,-91.1,323,mundo
2232,mesa,0.792,0.632,3.302,0.169,0.877,0.232,0.148,-88.8,2037,mundo
